,id,alias,name,description,subscriptionCount,subscribed,read,createdAt,updatedAt,canPost,ignorePost,invisible,isSchool,fullyAnonymous,canUseNickname,postThumbnail,shouldCategorized,shouldPostCategorized,hasPostCategories,titlePlaceholder,postTitlePlaceholder,ipCountryCondition,subcategories,topics,nsfw,mediaThreshold,limitCountries,limitStage,availableLayouts,postCount,favorite,heroImage,logo
221,62268850-d2b4-4c21-a7a3-26e71702a276,hairsalon,美髮,美髮板提供各種美髮心得、染燙髮經驗分享、保養技巧等討論！,136331,False,False,2020-02-04T07:27:33.573Z,2020-05-20T10:26:46.687Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,{},[],"['短髮', '燙髮', '剪髮', '護髮油', '編髮造型', '染髮', '洗髮乳', '吹風機', '護髮', '潤髮乳']",False,{},[],0,['classic'],{'last30Days': 724},False,"{'url': 'https://megapx-assets.dcard.tw/images/4725eaff-fd9c-488d-9e11-cf05895a5027/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/afc6beea-7617-4dbc-8127-731340ba7bc5/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
274,d7db42a8-bedb-4ea2-96a7-c9034f4dd89a,cooking,烹飪,"歡迎大家分享以下內容：
1. 自己的手做料理
2. 料理問題提問
料理提問請具備足夠條件
讓大家能夠幫你解決
請勿伸手牌",135453,False,False,2020-02-04T07:36:23.573Z,2020-11-21T17:11:29.989Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,發文前請先瞭解版規規定喔,"{'exclude': [], 'include': []}",[],"['料理', '提問', '廚具', '烹飪', '食譜', '小資料理']",False,{},[],0,"['classic', 'link']",{'last30Days': 274},False,"{'url': 'https://megapx-assets.dcard.tw/images/85e30cf2-d9ec-48f6-8895-92d259b563c5/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/791be1a0-d27d-45d9-81a8-e7a666588632/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
226,d5ee9d02-510e-4f81-96e9-ab59b56e21ca,buyonline,網路購物,"網路購物板主要提供線上購物之經驗分享與網購教學討論。
或是在網購前中後遇到問題也能在此發文尋求卡友的幫忙。",134064,False,False,2020-02-04T07:28:23.573Z,2020-09-09T05:48:59.076Z,False,False,False,False,False,True,{'size': 'small'},True,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['教學', '發問', '集運', '心得']","['雙12', '網購教學', '淘寶', '退貨', '蝦皮', '支付寶', '賣家', '集運運費', '官方集運', '私人集運', '購物金', '物流', '假貨']",False,{},[],0,"['classic', 'link']",{'last30Days': 970},False,"{'url': 'https://megapx-assets.dcard.tw/images/5e683d3a-617a-4ea4-a076-1d9119aca9bf/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/e8d9e1e9-9aed-4b77-9359-fb6233ebc550/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
257,5b964198-2e59-419d-b44c-0276d0fea7e8,house,居家生活,居家生活板以家或個人空間出發，舉凡室內設計、空間風格、裝潢、what’s in my room、收納技巧甚至租屋注意事項等實用資訊分享，或可提升居住品質的相關內容皆可在此討論！,133322,False,False,2020-02-04T07:33:33.573Z,2020-09-15T03:22:32.883Z,False,False,False,False,False,True,{'size': 'small'},True,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}",[],"['WhatsInMyRoom', '居家佈置', '空間風格', '租屋', '室內香氛', '家具', '輕裝潢', '收納', '租屋糾紛']",False,{},[],0,"['classic', 'link']",{'last30Days': 509},False,"{'url': 'https://megapx-assets.dcard.tw/images/a3abad1a-69fc-4234-992f-74208538977c/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/e88310f9-8a54-433b-a27f-f72e9760f8ef/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
307,14185ae6-44ab-45e2-88da-ae97e0159c9f,acg,動漫,動漫板提供各種輕小說、動畫討論、新番推薦、公仔模型、同人二創或Cosplay分享，動漫周邊或動漫展情報也歡迎在此發文討論。,124896,False,False,2020-02-04T07:41:53.573Z,2020-09-09T05:48:20.029Z,False,False,False,False,False,True,{'size': 'small'},True,False,False,請記得在話題加入「作品名稱」或其他相關分類喲！,,{},"['精選', '情報', '心得', '推坑', '同人', 'COS']","['蠟筆小新', '庫洛魔法使', '聲之形', '動漫展', '初音未來', 'Cosplay', '動漫周邊', '動漫歌單', '推坑', '新番', '聲優', '名偵探柯南', '漫畫家', '動畫化', '恐怖漫畫', 'Vocaloid', '童年回憶', '真人版', '輕小說', 'MAD', '聖地巡禮', '同人']",False,{},[],0,['classic'],{'last30Days': 807},False,"{'url': 'https://megapx-assets.dcard.tw/images/79da68ac-0a0a-477b-b677-f00fba9adffd/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/4019a9d5-4b92-4ebd-a3fa-925eed513953/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
272,37a78696-f6a6-48ec-a19f-688f799a2aed,marvel,靈異,靈異板提供分享關於自己或親友的驚奇、驚悚、超自然怪事經驗或自創靈異小說分享。,124256,False,False,2020-02-04T07:36:03.573Z,2020-08-03T09:08:22.691Z,False,True,False,False,False,True,{'size': 'small'},False,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['親身經歷', '海龜湯', '連載']","['都市傳說', '廢墟探險', '佛牌', '護身符', '親身經歷', '海龜湯', '真實故事', '靈異板系列文']",False,{},[],0,['classic'],{'last30Days': 495},False,"{'url': 'https://megapx-assets.dcard.tw/images/106edc7e-f102-450e-963e-8ab044c0ecc2/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/de2de1d8-9212-4bab-a075-0102b2b00ce8/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
301,72f262c4-75aa-4d75-ab0e-cd7bd09e69b5,game,遊戲,本板提供討論各種手遊、桌遊、家用主機、Steam等遊戲的祕技攻略或電玩周邊、電競實況分享！,121534,False,False,2020-02-04T07:40:53.573Z,2020-10-30T05:35:08.291Z,False,False,False,False,False,True,{'size': 'small'},True,False,False,請記得在話題加入「遊戲名稱」或其他相關分類喲！,,"{'exclude': [], 'include': []}","['LOL', 'OW', '手遊']","['明星3缺1', '動物森友會', '戀與製作人', '閃耀暖暖', '跑跑薑餅人', '極速領域', '傳說對決', '第五人格', '遇見逆水寒', '遊戲序號', '爆爆王M', '新楓之谷', 'FGO', '還願', 'Steam', 'Switch', '手遊', 'Overwatch', '攻略', '小遊戲', '課金', '單機遊戲', 'PS4', 'LOL', '魔物獵人', '電競', '遊戲實況', '桌遊']",False,{},[],0,"['classic', 'link', 'image', 'video']",{'last30Days': 1001},False,"{'url': 'https://megapx-assets.dcard.tw/images/ac3e2244-bfe7-440f-8934-f4f3a76e040b/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/dca89fb7-8735-4588-9d37-52e9e975467d/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
242,14f573f5-3f02-4821-8e18-f561d7b7db91,entertainer,追星,"追星板提供討論、詢問、分享明星藝人的相關話題。
國內外藝人的最新資訊也歡迎在此發表，小心被各種安利文圈粉囉！",116047,False,False,2020-02-04T07:31:03.573Z,2020-05-20T10:26:30.608Z,False,False,False,False,False,True,{'size': 'small'},True,False,False,發文記得加入「話題」分類喲！,,{},[],"['追星板最新消息', 'X1', 'EXO', '阿滴', '王嘉爾', 'Apink', 'ITZY', '周子瑜', 'SEVENTEEN', '愛麗棒', '手燈', '李現', 'NCT', '明日之子3', '賴冠霖', 'AB6IX', 'IU', '武林', 'BTS', 'YouTuber', '專輯', 'TWICE', '王一博', 'MAMAMOO', '韓星', 'GOT7', '姜丹尼爾', 'PRODUCEX101', '防彈少年團', 'ninepercent', '林彥俊', 'RedVelvet', 'IZONE', 'GFRIEND', 'BTOB', 'Somi', 'StrayKids', 'IOI', '曹承衍', 'AB6IX', 'NUEST', 'SuperJunior']",False,{},[],0,"['classic', 'link']",{'last30Days': 1164},False,"{'url': 'https://megapx-assets.dcard.tw/images/e5d3c645-77ef-443b-bf61-81201b3c5cf9/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/a61e7a51-36ab-41b4-9944-2e99e0532ae8/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
250,c82dae3f-28ba-4aae-961d-c754e6ccd37a,handicrafts,手作,手作板提供各種大小道具、羊毛氈針織、鋼筆、手帳、插畫素描水彩或任何和DIY手作有關的文章都歡迎在這裡發表哦！,112447,False,False,2020-02-04T07:32:23.573Z,2020-08-13T06:01:47.784Z,False,False,False,False,False,True,{'size': 'large'},True,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['手創', '廢物利用', '繪畫', '紙藝', '鋼筆', '工藝']","['乾燥花', '爆炸盒', '袖珍屋', '羊毛氈', '飲料提袋', '模型', '手寫', '鋼筆', '手繪', '電繪', '摺紙', '縫紉', '刺繡', '毛線', '手帳', '黏土', '雕刻', '噴漆', '印章', '插畫', '木工', '金工', '水彩', '素描', '皮件', '編織', '書法', '袖珍']",False,{},[],0,"['classic', 'link']",{'last30Days': 229},False,"{'url': 'https://megapx-assets.dcard.tw/images/39e492e6-a8eb-4e08-a7e8-d4954bbee845/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/6b283fd1-9af6-4e99-897c-fad7369bcdb2/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
263,d0cd5819-4627-4b5f-8a8e-050976e0fba1,photography,攝影,歡迎大家來攝影版交流攝影作品、技巧教學、器材討論、攝影話題閒聊！請大家發文/留言前先看一下版規，切勿踩線,107296,False,False,2020-02-04T07:34:33.573Z,2021-02-20T17:50:27.781Z,False,False,False,False,False,True,{'size': 'small'},True,False,True,發文記得加入「話題」分類喲！,發文未遵守版規一律刪文+禁言！記得加上話題跟分類！,{},"['底片', '手機', '單眼', '器材']","['夜景', '底片', '手機攝影', '攝影作品', '單眼', '鏡頭', '人像攝影', '街拍', '快門', '調色', '修圖', '相機', '照片', '日出', '街頭攝影']",False,{},[],0,"['classic', 'image', 'video']",{'last30Days': 568},False,"{'url': 'https://megapx-assets.dcard.tw/images/450194b4-c921-4031-8875-718f0b0df3f8/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/32e714dc-a38d-44f0-8ea5-0a31ad5a4c95/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
447,2fb88b62-aa28-4b18-af51-dda08dd037a9,stock,股票,"本板為股票專門討論板，討論內容不侷限台灣股市，貼文必須有股市相關點，並符合板規規範，若貼文內容違反規定，板主將透過管理後臺刪除貼文，貼文刪除的同時，會依照板規規範自動禁止發文者繼續於本看板發言。

發文前請先看下板規，才不會踩到喔",104115,False,False,2020-11-19T09:17:31.052Z,2020-12-22T18:06:09.500Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,"⚠️發文請記得選分類⚠️
❗️選了分類就不用再重複輸入❗️
#標的 #新聞 #分享 #請益 #畢業 #其他",{},[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 813},False,"{'url': 'https://megapx-assets.dcard.tw/images/bc0c4cf3-3b79-4697-9a22-75da3ec6c7c4/orig.jpeg', 'type': 'image/jpeg', 'width': 600, 'height': 200}","{'url': 'https://megapx-assets.dcard.tw/images/fb2eb050-73eb-4d13-a200-22fbab9a4b4d/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
374,546b4c64-c37f-4907-adcb-cf37bda4ce8f,sex_literature,西斯文學,"透過文字，感受性與愛的美好。

＊希望這裡可以成為喜歡寫文章及看文章的人們自由的天地(*¯︶¯*)",102859,False,False,2020-02-04T07:53:03.573Z,2020-10-14T08:56:17.867Z,False,True,True,False,True,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],"['成人', '色情文學', '情色文學', '西斯文學']",True,"{'RACY': 1, 'ADULT': 1, 'VIOLENCE': 1}",[],0,"['classic', 'link']",{'last30Days': 155},False,"{'url': 'https://megapx-assets.dcard.tw/images/2e74c4f8-9f18-4174-ae65-020c131b180f/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/c35188c6-11f8-4ba4-b814-4055f87f8201/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
285,ba0145a2-adff-4229-9a84-9b26ebd2f7f0,tvepisode,戲劇綜藝,戲劇綜藝板提供分享戲劇節目、電視綜藝、八點擋等心得，最新國內外熱門綜藝推薦也可在此發文討論！,102339,False,False,2020-02-04T07:38:13.573Z,2020-09-10T05:48:16.689Z,False,False,False,False,False,True,{'size': 'small'},True,False,False,請記得在話題加入「戲劇名稱」或其他相關分類喲！,,"{'exclude': [], 'include': []}","['美劇', '韓劇', '日劇', '台劇', '陸劇']","['冰與火之歌', '炮仔聲', '奔跑吧', 'netflix', '聲林之王', '我們與惡的距離', '李屍朝鮮', '阿爾罕布拉宮的回憶', '知否知否應是綠肥紅瘦', '艾蜜莉的五件事', '金家好媳婦', '如懿傳', '我的ID是江南美人', 'Voice2', '第53屆金鐘獎', '陽光先生', '延禧攻略', '金鐘獎', '大時代', '你的孩子不是你的孩子', '中國新說唱', '木曜4超玩', '高塔公主', '綜藝玩很大', '八點檔', '台劇', '後宮甄嬛傳', '植劇場', '日劇', '韓劇', '美劇', '陸劇', '泰劇', '韓綜', '日綜', '台綜', '陸綜', '偶像劇', 'RunningMan']",False,{},[],0,"['classic', 'link']",{'last30Days': 543},False,"{'url': 'https://megapx-assets.dcard.tw/images/643a503c-cbc0-460c-942f-faff3fca121b/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/160cdad7-b98c-45c0-8fbf-2d0f87a6d6cc/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
227,c573dca4-8afd-4c56-8c53-4402ead7bdad,boutique,精品,歡迎交流有關精品包包、小皮件、首飾、衣服、鞋子等商品，與到精品專櫃、精品店購物的過程分享。,102321,False,False,2020-02-04T07:28:33.573Z,2020-09-14T06:35:01.047Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 393},False,"{'url': 'https://megapx-assets.dcard.tw/images/79fc93cc-f622-4427-8cc0-2162d82cd832/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/bc113ec1-602f-4f85-b90d-939b9f0e5b17/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
361,d43f33f9-873f-46b3-9f24-38c90056b96c,exam,考試,本板提供討論、分享各種考試心得，也歡迎提供你的考試經驗幫助更多人應考準備哦！,98205,False,False,2020-02-04T07:50:53.573Z,2020-08-13T06:01:13.560Z,False,False,False,False,False,True,{'size': 'small'},True,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['轉學考', '國考', '重考', '考古題']","['登記分發', '指考', '重考生', '轉學考', '國考', '考古題', '參考書', '普考', '特考', '研究所', '夜校', '夜間部', '推甄', '學測', '統測', '指考', '成績單', '正取', '繁星', '申請', '補習班', '獨招']",False,{},[],0,"['classic', 'link']",{'last30Days': 1805},False,"{'url': 'https://megapx-assets.dcard.tw/images/09b44f55-3bbd-46af-9655-8d5466bbf196/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/1277f351-cda6-4197-a238-bfce47f34dc2/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
265,d208d1e2-6f14-429b-97b7-75a2dd4f761c,vehicle,汽機車,本板提供汽機車相關話題或部品討論，以及各種中古車或交通法規的問題也可在此發文詢問！,97463,False,False,2020-02-04T07:34:53.573Z,2020-09-10T05:53:57.688Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['保養', '改裝', '購車選擇', '配件部品', '車禍處理']","['機車', '汽車', '中古車', 'Gogoro', '二手車', '安全帽', '機車駕照', '汽車駕照', '行車記錄器', '改裝', '機油', '車禍', '車牌', '駕照', '監理站', '重機', '加油', '輪胎', '租車', '煞車', '路考', '國道', '引擎']",False,{},[],0,"['classic', 'link']",{'last30Days': 1193},False,"{'url': 'https://megapx-assets.dcard.tw/images/efb95ee2-7cd7-4f70-94b6-2d8977f2fe63/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/5ddf8ebd-a5ee-46e0-b8b2-264e4fea94a4/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
218,16b1b561-788e-4214-b4b7-e3102a35fa0d,manicure,美甲,歡迎交流包含光療、甲片、美甲貼紙、指甲油，以及手部保養類型的文章。,96890,False,False,2020-02-04T07:27:03.573Z,2020-10-17T04:39:58.811Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 790},False,"{'url': 'https://megapx-assets.dcard.tw/images/5c8c5c82-198f-48ce-9384-e5c004d33ca7/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/98da131f-87e1-4967-909c-212d6925fca7/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
364,ecc6a486-c4ac-4f76-996d-7dda5dcb8518,language,語言,語言板提供討論、詢問、交換、分享各國語言的學習經驗或語言學研究。,89874,False,False,2020-02-04T07:51:23.573Z,2020-05-20T10:27:11.444Z,False,False,False,False,False,True,{'size': 'small'},True,False,False,發文記得加入「話題」分類喲！,,{},"['精選', '英語', '日語', '韓語', '歐語']","['日檢', '英語', '日語', '韓語', '翻譯', '歐語', '越南語', '動詞', '多益', '雅思', '托福', '日檢', 'TOPIK', '寫作', '字幕', '俄文', '漢字', '字典', '語言學', '第二外語', '德文', '檢定', '自學', '教材']",False,{},[],0,['classic'],{'last30Days': 373},False,"{'url': 'https://megapx-assets.dcard.tw/images/b9e300c1-7d8c-402e-9c81-c7cee6870f38/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/92c6f35e-0158-461a-9e61-0d587cd6d486/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
