,id,alias,name,description,subscriptionCount,subscribed,read,createdAt,updatedAt,canPost,ignorePost,invisible,isSchool,fullyAnonymous,canUseNickname,postThumbnail,shouldCategorized,shouldPostCategorized,hasPostCategories,titlePlaceholder,postTitlePlaceholder,ipCountryCondition,subcategories,topics,nsfw,mediaThreshold,limitCountries,limitStage,availableLayouts,postCount,favorite,heroImage,logo
373,1ce3ebca-8701-42d5-b14c-076fc629bc8e,sex,西斯,西斯板（Sex）提供男女私密話題分享或性教育等情慾議題討論，若有性方面相關問題也可在此發問。（發文前請詳閱板規。）,538135,False,False,2020-02-04T07:52:53.573Z,2020-07-24T06:30:32.795Z,False,True,True,False,True,True,{'size': 'small'},False,False,False,發文請記得在下一頁加入話題或其他相關分類喲！,,{},"['創作', '知識', '圖文']","['A片', '甲', '小熊貝爾', 'Les', '無碼片', 'NTR', '內射', '自慰', '3P', '外流', '意淫自拍OL黑絲', '玩具大賞', '情趣用品', '大雞雞', '保險套', '約炮', 'H漫', '調教', '潤滑液', '做愛']",True,"{'RACY': 1, 'ADULT': 1, 'VIOLENCE': 1}",[],0,['classic'],{'last30Days': 4877},False,"{'url': 'https://megapx-assets.dcard.tw/images/50a4b6e7-fe05-493c-af56-ac63a1a73259/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/24f4f7ef-c308-4c37-80dc-349fd47cf71a/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
228,42851318-b9e2-4a75-8a05-9fe180becefe,relationship,感情,無論是遠距離戀愛、情侶間的有趣互動、分手後的藕斷絲連等...都可以在感情板分享你們的愛情故事，找到愛情路上的共感。,465867,False,False,2020-02-04T07:28:43.573Z,2020-09-17T02:52:23.291Z,False,False,False,False,True,True,{'size': 'small'},False,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['曖昧', '閃光', '劈腿', '失戀', '分手', '告白']","['微西斯', '愛情', '閃光', '價值觀', '告白', '分手', '遠距離', '失戀', '曖昧', '做愛', '在一起', '學長', '交友軟體', '七夕', '單身', '渣男', '第一次', '同居', '暗戀', '復合', '木頭男友', '綠帽', '撒嬌', '劈腿', '大叔', '脫魯', '同事', '情人節', '菜桃貴', '一個人', '生理期', '約會', '月老', '警察', '熱戀期', '學妹', '旅行', '生日禮物']",False,{},[],0,['classic'],{'last30Days': 9630},False,"{'url': 'https://megapx-assets.dcard.tw/images/b7d2dc32-cccb-4afa-8291-781164fd4691/orig.jpeg', 'type': 'image/jpeg', 'width': 7500, 'height': 2500}","{'url': 'https://megapx-assets.dcard.tw/images/86c78623-e1ad-4bda-a244-7e672e1713a3/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
224,be1a095b-175e-4523-9e06-66a05d939676,dressup,穿搭,"穿搭板提供各種服裝搭配、包鞋、飾品配件等相關話題討論。
歡迎分享自己的日常穿搭，或任何潮流相關話題也可以在此發文詢問！",442981,False,False,2020-02-04T07:28:03.573Z,2020-11-03T08:10:01.689Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['精選', '日常', '正式', '情侶', '鞋款']","['ROBINMAY', '蝦皮', '耳環', '襯衫', '工裝', '後背包', '寬褲', '淘寶', '涼鞋', '洋裝', '情侶穿搭', '鞋子', '韓系穿搭', '背包', '眼鏡', '白襯衫', '牛仔褲', '腰包', '日系穿搭', '餅乾鞋', '外套', '背心', '長夾', '古著', '女生穿搭', '男生穿搭', '日常穿搭', '肉肉女穿搭', '雨衣', '小隻女穿搭', '真理褲', '校園穿搭', '帆布鞋', '歐美風', '球鞋', 'Converse', '中性穿搭', '顯瘦穿搭', '婚禮穿搭', '泳裝', '約會穿搭', '罩衫', '重複穿搭', '姊妹穿搭', '復古風']",False,{},[],0,"['classic', 'link']",{'last30Days': 1522},False,"{'url': 'https://megapx-assets.dcard.tw/images/face819a-591d-4636-8eab-86529e6b07f0/orig.jpeg', 'type': 'image/jpeg', 'width': 1801, 'height': 601}","{'url': 'https://megapx-assets.dcard.tw/images/1f0109b3-a7fe-402b-8996-de0b9c506f0d/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
217,cbd5285f-3cba-4bfc-86d0-1ab52d201459,makeup,美妝,不管你喜歡開架彩妝還是專櫃彩妝，美妝板提供各種最新彩妝開箱評比、粉底色號、唇膏試色、眼影試色、保養品推薦等你來討論！,366803,False,False,2020-02-04T07:26:53.573Z,2021-03-26T08:41:43.473Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,發文請記得在下一步驟加入「相關話題」或其他相關分類喲！,發文前請選擇標題分類，提高文章曝光度喔！❤️,"{'exclude': [], 'include': []}","['精選', '底妝', '眼妝', '唇彩', '保養', '情報']","['防曬', '粉餅', '受受狼', '刷具', '遮瑕', '粉刺', '打亮', '眼影', '粉底', '眉筆', '粉底液', '美白', '隱眼', '蜜粉', '面膜', '眼線', '修容', '二手拍', '唇膏試色', '眉毛', '保養', '日常妝容', '唇彩', '底妝', '敏感肌', '口紅', '腮紅', '眼妝', '凹凹賞', '空空賞', '指甲油', '男生保養', '約會妝容', '開架彩妝', '香水', '醫美']",False,{},[],0,['classic'],{'last30Days': 2759},False,"{'url': 'https://megapx-assets.dcard.tw/images/9c97615a-e424-4db5-91aa-4cfb5f03f60b/orig.jpeg', 'type': 'image/jpeg', 'width': 1801, 'height': 601}","{'url': 'https://megapx-assets.dcard.tw/images/f5ff9184-1c01-4d22-a246-20bf0b057745/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
273,de977130-f3eb-467b-822e-b0e91124e9eb,food,美食,美食板歡迎分享各種吃貨食記心得，或提供手搖飲料、校園美食、美食情報等文章！,299387,False,False,2020-02-04T07:36:13.573Z,2020-10-08T08:36:28.081Z,False,False,False,False,False,True,{'size': 'large'},True,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['精選', '食譜', '食記', '評比', '超商']","['台中美食', '高雄美食', '台南美食', '台北美食', '新竹美食', '板橋美食', '全聯', '711', '嘉義美食', '全家', '花蓮美食', '屏東美食', '貓咪咖啡廳', '宜蘭美食', '桃園美食', '學餐', '肯德基', '超商', '全聯牛奶糖季', '甜點', '台中美食', '銅板美食', '燒烤', '外國學餐', '嘉義美食', '手搖飲', '早午餐', '居酒屋', '餐飲店員告訴你', '下午茶', '飛機餐', '火鍋', '自助餐', '咖啡廳', '調酒']",False,{},[],0,"['classic', 'link', 'image', 'video']",{'last30Days': 1592},False,"{'url': 'https://megapx-assets.dcard.tw/images/314f0f8c-6ef8-43e1-a0b5-7c676cf022ff/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/8b546ac1-a17a-47e1-9d0f-ea4f73d67dd4/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
270,4c6964fc-8b39-4480-a844-847f09e4e09d,horoscopes,星座,星座版提供各種星座運勢、心理測驗、星座感情分享，或是有任何塔羅占卜相關的專業知識也可在此發文討論！,298926,False,False,2020-02-04T07:35:43.573Z,2020-05-20T10:27:05.719Z,False,False,False,False,True,True,{'size': 'small'},True,False,False,發文記得加入「話題」分類喲！,,{},"['占卜', '心理測驗', '白羊', '金牛', '雙子', '巨蟹', '獅子', '處女', '天秤', '天蠍', '射手', '摩羯', '水瓶', '雙魚']","['心理測驗', '占卜', '雙魚', '射手', '天蠍', '雙子', '巨蟹', '白羊', '金牛', '水瓶', '獅子', '處女', '天秤', '摩羯']",False,{},[],0,['classic'],{'last30Days': 2232},False,"{'url': 'https://megapx-assets.dcard.tw/images/8e7c9abc-8d16-4de1-80a0-9015e40af469/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/f965dbe8-1aea-4ac4-8c3d-c539795819e4/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
233,06e07db4-c8b5-4dae-851f-e8a8236e770c,meme,梗圖,梗圖=有梗的圖,280761,False,False,2020-02-04T07:29:33.573Z,2020-08-31T09:47:51.769Z,False,True,False,False,False,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,['image'],{'last30Days': 1841},False,"{'url': 'https://megapx-assets.dcard.tw/images/926dcd27-8107-4745-a07f-3c07a4baa93d/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/296d5970-41ae-4054-8c73-59171072a0a3/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
231,a1aaa6e6-2594-4968-b7dc-e1b14bea96f4,funny,有趣,有趣板歡迎發表任何自己或親友的耍笨事蹟！各種好笑、傻眼、母湯的生活趣事或笑話大全通通都可以在此發表。,253718,False,False,2020-02-04T07:29:13.573Z,2020-09-28T06:57:39.503Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}",[],"['拒當小嫩嫩告別新手村', '笑話', '梗圖', 'Wootalk', '愛莉莎莎', '黃金12猛漢', '撩妹', '微西斯', '貼圖', '網紅', '火柴人', '您還親切的問我要冰還熱', '傻眼', '奶奶好可愛', '這年頭的香腸都喜歡玩躲貓貓', '搞笑', '童年回憶', '撩妹語錄', '糗事', '惡搞', '接龍', '宿舍生活']",False,{},[],0,"['classic', 'link']",{'last30Days': 1255},False,"{'url': 'https://megapx-assets.dcard.tw/images/99728ad7-2b6e-47de-b243-7d83ab34aa8d/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/d45f9407-d676-4e38-9da3-2a99cf2f0895/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
340,3bceb81c-574e-4a96-8050-4df56096d0df,money,理財,理財板提供分享各種省錢小撇步、信用卡經驗、虛擬貨幣、股票投資心得等，歡迎你和大家交流各種不錯的理財方式哦～,242116,False,False,2020-02-04T07:47:23.573Z,2020-09-08T07:50:34.029Z,False,False,False,False,False,True,{'size': 'small'},True,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['請益', '虛擬貨幣', '基金', '股票期貨', '保險', '匯率']","['信用卡', '基金', '股票期貨', '虛擬貨幣', '匯率', '儲蓄險', '保險', '比特幣', '投資']",False,{},[],0,"['classic', 'link']",{'last30Days': 924},False,"{'url': 'https://megapx-assets.dcard.tw/images/ec51eba2-1c07-4f9b-ac14-f46edb57a49c/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/c1ece9f4-ffb2-4758-aac6-4169c9ebaebb/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
234,f72e3b1d-3c9a-4fec-8a61-41c76cc317af,girl,女孩,專屬女孩的討論版，提供和女生有關的話題討論。也能在這裡匿名分享、抒發、詢問遇到的困擾，就像有一群閨蜜陪你度過每一天！,227068,False,False,2020-02-04T07:29:43.573Z,2020-09-10T05:52:39.426Z,False,False,False,False,True,True,{'size': 'small'},False,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['購物', '髮型', '心事']","['心事', '男友', '比基尼', '除毛', 'WhatsInMyBag', '內衣', '家人', '發胖', '桌布', '懷孕', '處女膜', '減肥', '第一次', '健身', '相處', '改造', '約炮', '月經', '小胸女孩', '手機桌布', '私密處', '疫苗', '霧眉', '念珠菌', '分手禮', '陰道冠', '豐胸', '韓服', '精品', '大胸女孩', '牙套', '夜店', '後背包', '皮膚科', '短夾', '棉條', '吊飾', '雙眼皮', '無肩帶內衣']",False,{},[],0,"['classic', 'link']",{'last30Days': 2024},False,"{'url': 'https://megapx-assets.dcard.tw/images/a2b478f6-b7fc-4ea8-bb1b-38154772a736/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/d72da264-000d-4435-a147-bd7cbb5f1e52/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
229,75a726e6-d4e3-4902-a410-2430a39fffcb,mood,心情,提供分享生活情緒、抒發心情或交流各種情緒處理的經歷故事。在這裡你可以安心匿名，用無壓力的書寫方式與卡友分享你的生活點滴。,221124,False,False,2020-02-04T07:28:53.573Z,2020-09-15T03:24:46.457Z,False,False,False,False,True,True,{'size': 'small'},False,False,False,發文記得加入「話題」分類喲！！,,{},[],"['國軍', '1985', '女大十八變', '乾妹妹', '租屋糾紛', '畢旅', '感動的事', '一句晚安', '想念你', '謝謝你', '靠北', '勵志', '情緒勒索', '霸凌', '憂鬱症']",False,{},[],0,['classic'],{'last30Days': 8526},False,"{'url': 'https://megapx-assets.dcard.tw/images/b34fa540-50a5-4f8e-ab24-9fc7b14c1b7d/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/f1be2fc4-d860-4853-a7df-0a9fe0a2dc38/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
230,255fd275-fec2-49d2-8e46-2e1557ffaeb0,talk,閒聊,閒聊板提供各種生活周遭大小事的討論，無論是半夜睡不著想找同好，甚至是戴牙套遇到的困擾等...都可在此發文。,217930,False,False,2020-02-04T07:29:03.573Z,2020-09-15T03:23:39.301Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['醫療', '法律']","['網美媽媽', '廢墟探險', '畢旅', '童年回憶', '泰國浴', '租屋', '牙套', '法律', '困擾', '醫療']",False,{},[],0,"['classic', 'link']",{'last30Days': 5404},False,"{'url': 'https://megapx-assets.dcard.tw/images/3eac71d2-89ea-4687-baae-49bd0a24d90d/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/dfe250b0-f60c-420a-a099-5eafd107ae31/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
346,fc7574ad-e1df-43d2-bb06-8825c718c065,trending,時事,時事板歡迎針對國內外議題、國家政策、即時新聞等討論，也可在此分享時事議題的社論。,213837,False,False,2020-02-04T07:48:23.573Z,2020-05-20T10:27:54.393Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,發文記得加入「話題」分類喲！,,{},"['新聞', '討論', '爆料', '社論']","['武漢肺炎', '韓國瑜', '香港', '郭台銘', '蔡英文', '柯文哲', '警察', '反送中', '館長', '中天', '韓粉', '地勤', '示威', '武漢', '中國', '空姐', '活體器官', '台灣', '政治人物', '623上凱道', '金曲獎', '潘恆旭', '高雄市', '造勢', '2020總統大選', '新疆']",False,{},[],0,"['classic', 'link']",{'last30Days': 2050},False,"{'url': 'https://megapx-assets.dcard.tw/images/b160637b-af6d-4105-9edf-49d58de3088b/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/4c8abb6f-513d-4d9c-ae20-a11f7642172a/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
327,9b5213d6-4427-4a3c-b788-efa19493631c,fitness,健身,請看版規！！！看完歡迎在此發表健身相關話題，例如：重訓技巧、健身飲食、健身房評比、體脂控制等經驗分享。,183583,False,False,2020-02-04T07:45:13.573Z,2021-02-06T05:58:29.820Z,False,False,False,False,False,True,{'size': 'small'},True,False,False,發文記得加入「話題」分類喲！,發文前看版規，發轉讓會籍、教練課相關貼文會永久禁言哦,{},['精選'],"['生酮飲食', '減脂', '乳清', '增肌', '健身器材', '健身房', '重訓', '臥推', '熱量', '啞鈴', '有氧', '深蹲', '減重', '蛋白質', '伏地挺身', '胸肌', '健美', '腹肌', '肌肉']",False,{},[],0,['classic'],{'last30Days': 527},False,"{'url': 'https://megapx-assets.dcard.tw/images/be60b966-28fb-4e0b-b870-53a2f05d1243/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/9a3eb658-2908-4b63-8081-4c26c07139a5/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
261,7ee21581-1307-4ba9-b9dc-82028bdcca49,pet,寵物,寵物板無論是貓狗、毛小孩或任何養其他寵物的經驗都可以在此討論，另外像是寵物協尋或動物醫院的分享也歡迎發文！,181886,False,False,2020-02-04T07:34:13.573Z,2020-09-10T05:53:51.152Z,False,False,False,False,False,True,{'size': 'large'},True,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['精選', '協尋', '狗', '貓', '小動物', '爬蟲', '水族']","['領養代替購買', '米克斯', '貓', '狗', '柯基', '柴犬', '認養', '貓咪真的很可愛', '動物醫院', '寵物美容', '結紮', '寵物店', '鳥', '兔', '魚', '刺蝟', '植物', '驅蟲', '疫苗']",False,{},[],0,"['classic', 'link']",{'last30Days': 1217},False,"{'url': 'https://megapx-assets.dcard.tw/images/078d5aff-eb34-48e9-b220-d61ddd285843/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/7608bd5b-19a5-4289-9be7-2479a55bba5a/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
212,b7db78c7-7b32-4da5-a565-907a892259d7,youtuber,YouTuber,只要有手機你就是Youtuber，一起將你的作品分享給全世界吧！,180368,False,False,2020-02-04T07:26:03.573Z,2020-10-07T10:21:01.877Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,"請善用搜尋功能，不要發表相同或類似文章。

發文前請先仔細閱讀板規，若因違反板規而被刪文或禁言，請自行負責。","{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 622},False,"{'url': 'https://megapx-assets.dcard.tw/images/ad59c688-ad32-4b5d-b441-ee7fe8b4acfe/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/5b68ba39-26c6-4a36-8a6b-e7fe9bf60c7f/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
287,0a859162-88d8-4406-8111-71c57aae84a1,netflix,Netflix,"希望大家能一起創造友善小天地
分享我們對於Netflix 的熱愛
ENJOY❤️",177102,False,False,2020-02-04T07:38:33.573Z,2020-09-24T09:53:10.189Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 154},False,"{'url': 'https://megapx-assets.dcard.tw/images/9d953264-c016-49a1-95a3-24c9342cb6ad/full.jpeg', 'type': 'image/jpeg', 'width': 600, 'height': 200}","{'url': 'https://megapx-assets.dcard.tw/images/e8ca3a5d-612f-45b7-8cff-55fc58167911/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
342,817d71bb-ebdf-4326-b8aa-10df4fcdf03a,savemoney,省錢,"歡迎大家交流各種優惠訊息與省錢方法討論。
發文前，記得把標題分類唷！",165424,False,False,2020-02-04T07:47:43.573Z,2020-08-13T05:57:55.219Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,發文前，先選擇↑標題分類,"{'exclude': [], 'include': []}",[],"['買一送一', '生日優惠', '折價券', '折扣碼']",False,{},[],0,"['classic', 'link']",{'last30Days': 805},False,"{'url': 'https://megapx-assets.dcard.tw/images/a5d488c2-9b05-4b1f-8348-221be4b2ef73/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/f9adcb6a-ca82-4741-b457-7ab2118aa89f/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
283,a255fb97-4199-4bd0-9b28-1ec2c0d2f382,travel,旅遊,旅遊板歡迎分享你的旅行紀錄或是國內外自由行、背包客心得、打工度假、機票購買等經驗，或是有什麼國內外不可錯過的旅遊景點也歡迎發文分享哦！,164121,False,False,2020-02-04T07:37:53.573Z,2020-10-08T08:34:15.894Z,False,False,False,False,False,True,{'size': 'large'},True,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['精選', '臺灣', '日韓', '亞洲', '歐美']","['畢旅', '自由行', '賞楓', '海外志工', '台灣秘境', '臥鋪火車', '獨旅', '飛機餐', '沙發衝浪', '韓國', '穿旗袍遊台南', '首爾', '自由行', '展覽', '畢旅', '泰國浴', '泰國', '環島', '景點', '郵輪', '網卡', '香港自由行', '地鐵', '遊記', '大阪', '青年旅舍', '旅行社', '跟團', '行李箱', '租車', '機票', '護照', '簽證', '打工度假', '廉航', '打工換宿']",False,{},[],0,"['classic', 'link', 'image', 'video']",{'last30Days': 455},False,"{'url': 'https://megapx-assets.dcard.tw/images/0287c747-1a5c-4029-9333-7c60150f6eed/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/e41ed51a-ecf9-4d39-9259-4bcc0dbc8465/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
328,8a2a0b9a-7664-49b0-bff7-58389ef73a0d,weight_loss,減肥,"本板供大家討論減肥上的任何問題和困難，互相扶持。
減肥的路上常覺得很孤單、路很長，可以上來多多交流，大家共同成長，期待都能夠達到自己的目標💜",163877,False,False,2020-02-04T07:45:23.573Z,2020-10-16T10:42:05.088Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],"['飲食', '運動', '勵志']",False,{},[],0,"['classic', 'link']",{'last30Days': 326},False,"{'url': 'https://megapx-assets.dcard.tw/images/f7247eb7-828d-40cd-a5f1-cd1de4c210c7/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 599}","{'url': 'https://megapx-assets.dcard.tw/images/8bf5bed9-c587-46f5-b740-ddf03b2bfd43/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
347,6eeeafb2-9dac-4d81-ae4b-ffecf0ad4444,job,工作,本板提供分享面試經驗、職場心得、打工或實習經驗等相關工作話題。（徵才的職務刊登前請務必詳細閱讀置頂文。）,156593,False,False,2020-02-04T07:48:33.573Z,2020-09-28T06:58:12.177Z,False,False,False,False,True,True,{'size': 'small'},True,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['精選', '徵才', '經驗分享', '職業介紹', '勞工權益']","['拒當小嫩嫩告別新手村', '面試經驗', '2020聯合校徵', '面試心得', '面試小技巧', '履歷教學', '航空業', 'Askmeanything', '應屆畢業生', '員工餐', '工作經驗', '空服員', '面試', '慣老闆', '奧客', '勞工權益', '勞基法', '薪資', '履歷', '打工職缺', '實習職缺', '試用期', '離職', '徵才', '實習']",False,{},[],0,['classic'],{'last30Days': 3767},False,"{'url': 'https://megapx-assets.dcard.tw/images/2c5eab50-c8b4-44c0-bf5e-1fb057a38199/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/78eda0aa-6451-4d23-961a-5071325485a8/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
232,73c0282a-f7ef-4300-bf66-57e97bc0fc27,joke,笑話,歡迎分享各種類型的笑話、梗圖、meme，不管是好笑的、冷場的、能讓人引發思考的，或者是諷刺社會時事都可以分享。,151587,False,False,2020-02-04T07:29:23.573Z,2020-09-14T06:34:22.471Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],"['地獄梗', 'meme', '梗圖', '冷笑話']",False,{},[],0,"['classic', 'link']",{'last30Days': 53},False,"{'url': 'https://megapx-assets.dcard.tw/images/a6a4e947-e535-492c-9deb-b439c6073002/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/fed6bbaf-add1-4ecf-9e0c-654448ba2a06/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
284,275e0c11-82d0-43df-9606-502f5727716d,movie,電影,"注意：本板嚴禁標題爆雷，內文如有爆雷內容
1. 請於標題最前面加上 #有雷
2. 請在內文最前面做好防雷措施，避免預覽文字出現劇透
違規者將刪除文章。
本板提供電影影評或上映情報之相關分享，或國內外影展、電影獎項、推薦片單等話題討論。",150206,False,False,2020-02-04T07:38:03.573Z,2020-08-13T06:02:42.978Z,False,False,False,False,False,True,{'size': 'small'},True,False,False,請記得話題加入「電影名稱」或其他相關分類喲！,,"{'exclude': [], 'include': []}","['精選', '情報', '電影', '臺灣', '韓國', '歐美', '日本', '中國']","['寄生上流', '玩具總動員4', 'X戰警黑鳳凰', '哥吉拉', '復仇者聯盟4', '沒有你的生日', '小飛象', '侵密室友', '沙贊', '我們', '愛上觸不到的你', '驚奇隊長', '為副不仁', '限時好友', '幸福綠皮書', '雞不可失', '酷寒殺手', '影評', 'MARVEL系列', '迪士尼', 'DC系列', '觀後感', '電影院', '奧斯卡獎', '預告片', '動畫', '真人版', '宮崎駿', '韓國電影', '日本電影', '歐美電影', '經典電影', '印度電影', '驚悚片', '紀錄片']",False,{},[],0,"['classic', 'link']",{'last30Days': 292},False,"{'url': 'https://megapx-assets.dcard.tw/images/5100ace3-10e5-40c8-bc68-727ff887daf6/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/67f1560a-56c0-4f2b-b9ec-47a2dcc9e0cd/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
238,b5b2653a-6304-4564-9ea0-a4cec0be7aee,rainbow,彩虹,Love Wins！專屬彩虹（LGBT）們的討論板，在這裡可以用最無壓力的方式分享你們的故事。,138622,False,False,2020-02-04T07:30:23.573Z,2020-09-10T05:53:44.887Z,False,False,False,False,True,True,{'size': 'small'},False,False,False,發文記得加入「話題」分類喲！,,"{'exclude': [], 'include': []}","['心情', '議題']","['微西斯', '高馬尾和長直髮', 'PPL', '早知道系列', 'Les', '天菜老師', '總在夜半消失的室友學長', '甲', 'TPL', '百合小說', '床上運動', '發情的公狗', 'Vincent', '告白', '直女', '師生戀', '交友軟體', '暖暖日常', '直男', '我們來認真的談一場戀愛', '喬薇', '長髮冰山學姐X短髮忠犬學妹', '出櫃', '性事', '姐姐很可愛', '同婚', '深櫃', '做愛', '天菜', '初吻', '跨性別', '無性戀']",False,{},[],0,"['classic', 'link']",{'last30Days': 2216},False,"{'url': 'https://megapx-assets.dcard.tw/images/11289bd9-c722-4072-9e61-74b2184947fd/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/10a83041-002e-47df-97f1-d6ac84485ff9/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
338,42bfdc63-8601-4e87-b53c-53d831caa2cf,apple,Apple,"請務必看完版規再發文及討論
在此版發文及討論視同同意版規",136387,False,False,2020-02-04T07:47:03.573Z,2020-11-15T16:41:31.826Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,"請務必看完版規再發文
發文視同同意版規","{'exclude': [], 'include': []}",[],"['AppleLearn', 'AppleWork', 'Mac', 'iPad']",False,{},[],0,"['classic', 'link']",{'last30Days': 595},False,"{'url': 'https://megapx-assets.dcard.tw/images/b65eca8f-45e4-4b3d-a236-4a2ca71374be/full.jpeg', 'type': 'image/jpeg', 'width': 600, 'height': 200}","{'url': 'https://megapx-assets.dcard.tw/images/9a259447-9344-41d7-8d99-c81ed7aed21a/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
